system_name,x,y,z,population,stations_name,stations_type,stations_distance_to_star,Stations_controlling_minor_faction_id
Hunapep,85.1875,-52.25,119.34375,46057,Morrill Station,Scientific Outpost,2444,2679
Lengthang,74.96875,-90.78125,-14.15625,3100,Atwater Orbital,Industrial Outpost,349123,70100
Kanga Bara,-58.40625,121.28125,-116.71875,1113,Szameit Port,Scientific Outpost,1901,14325
Kokopatun,-38.78125,-63.5,150.125,2670,Burbank Colony,Industrial Outpost,2075,1245
Krinayaka,147.78125,-174.6875,82.6875,230023,Bixby Port,Coriolis Starport,7,36513
Kamchaggama,-46,-214.65625,53.75,4610,Nakasone Terminal,Coriolis Starport,55,16735
Jaung,69.1875,-30.90625,39.96875,24275,Bickel City,Coriolis Starport,366,46641
LP 131-66,-31.5,71.84375,-20.71875,581238,Dayuan Gateway,Coriolis Starport,1773,41620
Kokomi,35,-30.5,-73.0625,1143800,Bordage Port,Civilian Outpost,6834,13355
T'ao Tzu,55.5625,-242.9375,-2.5625,2945,Zel'dovich Station,Coriolis Starport,929,13780
Kogich,-13.9375,-28.21875,-82.84375,1659104,Due Depot,Mining Outpost,1955,8512
Kissi,-149.59375,-33.28125,-27.78125,14349,Alexander Dock,Coriolis Starport,905,70963
Martudja,-134.75,-28.71875,103.84375,14762,Deb Orbital,Orbis Starport,28392,62620
Gliese 460,16.5625,208.90625,-17.40625,11891,Chilton Dock,Civilian Outpost,470,49243
Hun Pi,-120.4375,-59.53125,-84.875,13758,Brule Dock,Industrial Outpost,5347,47415
HR 6077,33.34375,35.53125,149.65625,1044,Koolhaas Orbital,Coriolis Starport,291,36908
Lalande 35998,-143.3125,31.5,63.09375,3047,Danjon Port,Coriolis Starport,1252,22117
HR 2439,18.1875,16.90625,-104,22319,Dyomin Plant,Industrial Outpost,611,40465
Kwikumat,199.21875,-108.40625,-0.8125,1605,Wagner Platform,Industrial Outpost,2569,30551
Jikoku,150.3125,-70.125,30.5,2540,Wilhelm von Struve Dock,Coriolis Starport,33,8697
Massagetae,-83.65625,-23.71875,-139.8125,2545291,Gooch Port,Coriolis Starport,19,2365
Q'eqchi,-42.8125,-98.8125,25.46875,20955,Tosi Hide,Commercial Outpost,827,22809
Isitou,-39.53125,14.9375,123.03125,1465606,Pontes Refinery,Civilian Outpost,377678,51075
Kumal,161.03125,-188.15625,100.0625,1365,Smith Settlement,Industrial Outpost,1641,13264
Karengi,68.25,61.25,-86.78125,18237,Espenak Port,Coriolis Starport,341,329
Kaites,-40.40625,-50.65625,-152.09375,1448,Reynolds Dock,Coriolis Starport,2000,16312
Latugag,149.25,-102.46875,73.53125,3037,Moore Station,Coriolis Starport,38,58855
Kattvari,97.34375,-61.3125,78.84375,4908,Lee Colony,Coriolis Starport,443,62584
Uror,70.1875,77.6875,-6.25,20190,Piper Platform,Industrial Outpost,2164,27708
Kutnigi,-16.5625,-84.34375,-59.53125,3504271,Czerneda Port,Civilian Outpost,1767,60258
HR 3584,112,38.53125,-48.65625,8121118,Ohain Hub,Industrial Outpost,1232,38491
Iota Aquarii,-78.875,-133.90625,80.84375,1577,Port Zelada,Coriolis Starport,65,1265
Kumbardin,20.78125,-232.875,68.59375,3738,Szilard Platform,Industrial Outpost,28,22882
Intec,148.90625,-56.125,30.125,2762,Roth Dock,Coriolis Starport,282,23167
Korenses,126.75,-14.125,46.375,32082,Binet City,Orbis Starport,11698,21131
Kutjara,93.53125,-57.84375,-14.375,2945,Citi Enterprise,Coriolis Starport,352,30154
Keer,-25.03125,9.71875,-51.25,26201,Zindell Gateway,Coriolis Starport,838,349
Lengur,-71.53125,7.28125,-139.59375,2922769,Tito Orbital,Industrial Outpost,183,47802
Idoma,-75.34375,-21.6875,-100.90625,1364,Dyr Dock,Industrial Outpost,4141,15624
Kutnal,-87.4375,-63.9375,-89.78125,1198,Ray Dock,Coriolis Starport,221,60259
Maritai,-39.28125,-182.375,40.75,1902,Strzelecki Port,Civilian Outpost,15,26400
HR 8786,150,-143.625,119.59375,4904,Rotsler Station,Orbis Starport,1290,44238
Laiman,-95.34375,116.5625,125.15625,2032,Hill Tinsley Dock,Orbis Starport,128,61612
Kawarawana,168.25,-124.75,-17.78125,4802,Crown Terminal,Orbis Starport,61,69907
Jurumis,121.40625,9.40625,108.5625,2187,Afanasyev Ring,Coriolis Starport,1410,52222
Khuzwan Zu,46.625,-117.96875,-115.25,11364,Feoktistov Platform,Industrial Outpost,685,74958
Kwiamo,24.90625,22.71875,-122.96875,40124,Grego Platform,Industrial Outpost,25356,26843
Tjeraringu,163.03125,-107.9375,22.65625,1909,Stevin Gateway,Civilian Outpost,25198,20660
LTT 16385,-67.9375,-61.9375,38.78125,12898691892,Alpers City,Coriolis Starport,2485,50672
Uayeb Xoc,163.15625,26.375,47.78125,1172,Ordway's Progress,Civilian Outpost,1772,31590
Indrasians,-95.71875,-17.34375,-16.96875,1937257,Barmin City,Civilian Outpost,784,31770
Kwatyri,-119.875,89.0625,37.46875,1841,Barnes Survey,Mining Outpost,424,44862
Huaveri,113.53125,5.375,63.65625,45153,Curtis Ring,Civilian Outpost,215,37228
FW Cephei,-1415.78125,366.65625,-355.3125,2500,McCandless Settlement,Planetary Outpost,142,39209
HIP 17497,-79.125,-158.6875,-349.125,1200000,Payette Dock,Commercial Outpost,19,3435
Humarala,-138.03125,-62.25,-12.4375,2384,Zettel Platform,Civilian Outpost,6137,69117
LFT 824,45.96875,33.71875,9.71875,3288,Kendrick Works,Industrial Outpost,3899,5234
LHS 3343,-38.9375,21.5625,11.4375,22890,Seares Mines,Industrial Outpost,9,74413
Huan Guang,-43.4375,-99.28125,115,1624,Kondratyev Settlement,Civilian Outpost,135,16928
Huruk,-4.78125,-183.34375,-43.125,219007,Whitford Port,Coriolis Starport,107,55775
Naits,-59.625,-42.5625,20.3125,4570898,Bigourdan Hub,Orbis Starport,180061,8384
Kosching,-62.375,-81.28125,-42,1303780,Henricks City,Commercial Outpost,112480,21197
Zelarna,133.125,43.0625,-23.75,1047,Joseph Delambre Hub,Ocellus Starport,3301,724
Kavajo,-68.5,88.96875,-109.375,982732,Nagata City,Orbis Starport,462,12399
Matsa,-106.125,-41.46875,61.3125,15604,Arkwright Gateway,Civilian Outpost,372,49561
Pleiades Sector KC-V c2-11,-86.59375,-147.03125,-339.28125,1200000,Stuart Orbital,Industrial Outpost,152,10502
Tibiogamahu,33.875,-35.625,-124.4375,1767,Peano Beacon,Industrial Outpost,356,41172
Turo,155.125,-100.53125,-60.8125,34615,Arthur Reach,Mining Outpost,1936,
LHS 340,20.46875,8.25,12.5,41696,Gerrold Dock,Coriolis Starport,49233,74473
Kareneri,-19.03125,2.5,-74.28125,24283,Jenkinson Settlement,Civilian Outpost,586,1632
Hreinja,36.75,88.15625,-78.59375,13481,Phillips Station,Ocellus Starport,284,2374
Khepehueno,115.28125,-67.6875,64.4375,2272,Eddington Port,Industrial Outpost,48,38220
LHS 2270,8.3125,53.59375,-31.5,20510,Diesel Ring,Orbis Starport,27893,10827
Maljadal,66.1875,11.46875,126.21875,2137,Abetti Station,Commercial Outpost,55,40194
Iktomisi,-137.5,-68.40625,2.375,1601530,Daniel Terminal,Industrial Outpost,1039,8042
Lie Zha,-82.875,117.75,-84.71875,13421,Babbage Terminal,Civilian Outpost,8,25054
Lie Zhangwe,63.5,-152.96875,-62.84375,4205,Anning Orbital,Coriolis Starport,833,63649
HR 8210,-132.34375,-57.25,45.5625,2361180,Bellamy Enterprise,Orbis Starport,443,20630
Paesvate,92.03125,-169.75,-4.8125,3924,Rontgen Enterprise,Mining Outpost,13113,30517
Kunggul,47.40625,-25.34375,102.65625,3181026,Kraft Port,Ocellus Starport,8813,43172
LHS 2263,-11.1875,51.65625,-36,1462,Bulleid Ring,Industrial Outpost,28477,13955
Theta Octantis,133.78125,-139.65625,98.78125,138875,Ibold Base,Civilian Outpost,209,61777
Kalaako,-82.15625,18.90625,-70.0625,2249964,Fairey Dock,Ocellus Starport,1472,46641
Kweretet,36,41.5,-84.5625,1548,Prandtl Port,Industrial Outpost,1644,36929
LHS 353,19.125,38.625,21.96875,34447,Rukavishnikov Plant,Civilian Outpost,42,45371
Ngaduni,46.65625,-93.40625,91.53125,65682,Bisson Hub,Coriolis Starport,314,12822
Kissist,-36.78125,-91.125,19.25,1138792,Abbot Port,Mining Outpost,99,55057
LFT 1594,10.78125,-27.125,29.46875,26945,Wallace Terminal,Scientific Outpost,110370,15108
Kusubi Gong,-102.375,36.59375,17.40625,15558,Brust Installation,Civilian Outpost,81056,38422
Komindjin,-95.46875,-2.3125,116.25,1313,Knight Hub,Coriolis Starport,111,10827
Kupol Bumba,51.03125,-12.78125,79.84375,1777572,Bradbury City,Orbis Starport,302,29238
Jotun,-11.03125,-79.21875,-92.3125,15000,Jones Orbital,Civilian Outpost,2905,30421
Hungua,-114.78125,113.90625,79.25,1096,Wilhelm Gateway,Coriolis Starport,809,39585
LHS 3022,19.15625,35.1875,53.125,59720,Baillaud Landing,Industrial Outpost,25,51895
HIP 106868,-65.59375,-120.5625,98,285420,Lowry Depot,Mining Outpost,288,54771
Kannon,-72.71875,-122.84375,8.5,27711,Bulleid Port,Coriolis Starport,453,2360
Kwatkwala,-140.84375,-136.0625,-17.90625,1850,McCandless Ring,Coriolis Starport,339,29029
Sama,-9.71875,-14.34375,94.625,41577,Taine Orbital,Industrial Outpost,289,33134
Wikmunda,-83.21875,-43.1875,25.625,20463,Gustav Sporer Station,Orbis Starport,586,39148
Saha,117.78125,-70.78125,29.40625,2603,Fairbairn Orbital,Industrial Outpost,103952,75489
Phiince,18.28125,-29.03125,-21.125,5000,Pasteur Port,Ocellus Starport,13,68497
Itelmens,101.59375,-62.09375,92.8125,4306,Bohnhoff Base,Industrial Outpost,705,61124
Njika Mo,93.53125,78.875,-118.53125,2987,Helffrich Dock,Coriolis Starport,124,6888
Sego,-134.21875,-30.96875,-102.5,1046,Konscak Ring,Coriolis Starport,8,255
Imiutli,-84.0625,-43.71875,-13.5,2711716,Abe Survey,Mining Outpost,655,26367
HIP 53963,157.65625,91.5,15.0625,234,Ozanne Dock,Industrial Outpost,98,67399
Jaitic,-100.78125,31.375,21.875,1372,Shajn Platform,Coriolis Starport,2003,56444
Kelian,-117.375,5.03125,-50.4375,2479693,Eggen Ring,Ocellus Starport,643,6047
Leucosyen,-95.8125,105.8125,115.03125,2251,Jones Port,Orbis Starport,783,14312
LFT 444,41.1875,-21.28125,-26.65625,3659860,Kettle Station,Commercial Outpost,23,9482
Yemandegou,-22.46875,-147.28125,72.71875,248745,Mitchell Settlement,Civilian Outpost,54,73472
Kigah,120.15625,43.6875,93.625,4517,Dawes Terminal,Coriolis Starport,707,21904
Huang Gun,147.3125,-180,77.875,6778716,Puleston Colony,Industrial Outpost,3246,4596
Kamunkula,162.09375,-118.0625,25.71875,2112,Winne Station,Civilian Outpost,491,74928
Lambda Hydri,130.9375,-143.03125,85.15625,2490,Wenzel Terminal,Orbis Starport,70,75452
Col 285 Sector JX-T d3-84,-117.375,106.78125,-88.09375,2231,Langley Settlement,Mining Outpost,12,61477
Sugrivoruai,99.84375,-185.25,-13.09375,3093,Penn Terminal,Commercial Outpost,3384,70447
LHS 5217a,-2.25,79.09375,-8.15625,2361,Patsayev Port,Civilian Outpost,5368,5465
HIP 74290,254.34375,-39.0625,278.59375,1500000,Curie Terminal,Industrial Outpost,1020,14760
HR 5322,33.1875,108.3125,81.875,6563794,Lasswitz Port,Coriolis Starport,128,102
Ipetes,-4.28125,29.28125,95.78125,41452,Vizcaino Enterprise,Coriolis Starport,49,33546
Li Chi,129.78125,-164.0625,53.5625,4788540184,Archimedes Hub,Industrial Outpost,2505,2780
Kuyu,89.3125,-130.03125,9.75,4900583922,Schmidt Orbiter,Coriolis Starport,10541,32900
HIP 8396,-226.5,-12.46875,-193.5,4500,Vetulani Terminal,Ocellus Starport,1694,17985
Kainango,16.4375,-159.71875,111.6875,4454,Lenthall Hub,Coriolis Starport,1416,41940
Hunte,29.65625,-150.90625,34.9375,59670,Hardy Dock,Coriolis Starport,13,61990
Volu,76.75,-5.15625,-62.59375,22008,Fox Orbital,Industrial Outpost,3205,31587
LHS 3615,8.65625,-37.78125,42.09375,6085977,Ghez Dock,Coriolis Starport,1640,6419
Lwalkinus,144.25,-129.6875,124.25,3530,Archer Dock,Orbis Starport,3640,11993
Tigurd,-8.09375,-1.8125,100.375,13885,Agassiz Enterprise,Industrial Outpost,216378,59753
Jakushu,-25.59375,-129.84375,23.625,1881,Swanwick Landing,Industrial Outpost,15925,
LHS 535,-46.625,6.84375,-20.4375,2821917,Mohr Port,Coriolis Starport,117921,16328
Lao Gobe,-100.90625,-32,12.0625,17840,Foerster Vision,Mining Outpost,376,3709
Kherno,128.875,-17.59375,-60.9375,1015,Yaping Ring,Civilian Outpost,179,13467
Ponca Ja,40.53125,-201.4375,38.5625,12575,Trueman's Rest,Coriolis Starport,600,71522
Ibibe,-11.0625,21.625,142.4375,20561,Daimler Ring,Civilian Outpost,36,70421
Polohod,73.375,-30.5625,67.46875,38093,Comper Dock,Coriolis Starport,1454,24114
Li Quang,-108.03125,36.84375,-11.75,1340,Ore Platform,Mining Outpost,1118,2598
HR 6680,-6.84375,-6.59375,167.0625,4553748,Fallows Ring,Commercial Outpost,4320,73113
Yanyan,-40.3125,42.40625,-8.46875,2850256323,Banno Landing,Civilian Outpost,785,18543
Popolof,63.75,-181.46875,-24.59375,4488,Lobachevsky Base,Mining Outpost,476,20637
Ininohima,20.46875,-103.84375,-14.28125,3016612,Narita Gateway,Orbis Starport,235,27391
Mayala,-122.75,-19.0625,-23.65625,2863545,Lemonnier Orbital,Coriolis Starport,30,61872
Karbudj,80.1875,-84.875,100.25,8320832,Fuller Enterprise,Civilian Outpost,1402,35901
HIP 23759,359.84375,-385.53125,-718.375,2500,Asclepi Relay,Mining Outpost,4323,11728
Singhainau,30.15625,-217.21875,66.1875,4526,Roentgen Depot,Industrial Outpost,563,15390
LHS 435,-61.96875,47.46875,26,26031,Fischer Port,Coriolis Starport,268,68776
LHS 3586,-82.09375,25.96875,-23.15625,1909,Liebig Survey,Mining Outpost,22168,2901
LHS 1885,-10.21875,10.5,-20.625,57264,Plait Hub,Orbis Starport,337,35779
Laukang,-3.28125,95.875,75.1875,5025423,Altman Terminal,Mining Outpost,2160,7483
V2160 Cygni,-88.03125,-19.28125,12,1819304,Zeppelin City,Commercial Outpost,64,12039
Kurundulli,58,-77.40625,104.40625,2366,Fermat Dock,Orbis Starport,142159,67303
Kun,-134.65625,-46.875,45.375,13306,Efremov Terminal,Industrial Outpost,191,30936
Uhlan,86.125,-31.5625,-11.6875,30317,Miller Station,Coriolis Starport,1640,45018
Kipgen Mu,62.21875,77.75,147.15625,2914,Santos Prospect,Industrial Outpost,141,67079
Ross 411,-0.34375,-3.53125,-110.90625,12634,Bombelli Enterprise,Mining Outpost,33,48560
Narenses,-1.15625,-11.03125,21.875,251995,Farrer Landing,Coriolis Starport,3031,17057
Katung,86.21875,76.5625,112.0625,2108,Oren Gateway,Coriolis Starport,855,4461
Kathaima,-117.96875,9.6875,74.53125,1233,Laurent Terminal,Orbis Starport,169,21734
Kasszony,-85.125,-43.25,82.40625,14373,Leopold Heckmann Ring,Orbis Starport,278,11292
Priba,98.9375,-95.5625,79.9375,2458,Alvarez de Pineda Freeport,Civilian Outpost,6,29240
Windjabar,111.3125,-143.625,-4.4375,3606428,Bradbury Gateway,Commercial Outpost,1085,48772
Jawola,61.96875,48.6875,112.5,40412,Roosa Dock,Industrial Outpost,77,35488
Jaudugayo,49,62.03125,-45.84375,18405,Nagel Ring,Coriolis Starport,303,3355
Col 285 Sector HZ-K b23-3,-44.40625,48.75,144.4375,173263,Grassmann Port,Civilian Outpost,2716,32485
Macap,127.28125,-84.125,67.15625,4225,Piccard Platform,Industrial Outpost,2633,20666
Ishtar,6.75,21.5625,-53,2345,Butcher Settlement,Civilian Outpost,74,18291
Iota Pictoris B,96.40625,-79.21875,-15.03125,2511,Murray Horizons,Coriolis Starport,462,30926
Imhoth,-45.46875,59.875,-61.875,5448159,Valigursky Station,Orbis Starport,2757,2179
Ualam,20.5,-97.6875,-139.90625,1127,Brorsen Horizons,Ocellus Starport,327,27327
Huichis,-58.75,-162.90625,-15.21875,2065,Ryman Orbital,Coriolis Starport,426,5374
Kugaitu,71.90625,-40.625,-121.21875,2196854,Cartwright Market,Orbis Starport,144,12822
Latuca,-99.8125,-19.5625,-99.4375,3340,Bradley Settlement,Civilian Outpost,3683,3839
Karo,131.34375,-12.59375,0.21875,1736764,Santos' Claim,Mining Outpost,2557,1319
Jeiteswar,-56.25,-62.15625,79.9375,14691,Shkaplerov Hub,Orbis Starport,83,26234
Jen Nik,-20.9375,-43.34375,145.625,1806394,Wallace Port,Industrial Outpost,7029,44657
Iburoana,-18.15625,134.40625,4.375,2114,Jones Gateway,Industrial Outpost,336,46920
Kazemlya,-3.59375,-166.46875,58.5,66516,Airy Settlement,Mining Outpost,17,25510
Igaluk,3.96875,129.90625,-7.25,15273,Dedman Gateway,Coriolis Starport,658,36026
Kaurushi,47.09375,-12.09375,-31.40625,38206,Musgrave Port,Industrial Outpost,88,1977
LHS 293,1.84375,28.3125,-14.4375,56404,Xuanzang Station,Coriolis Starport,105,75194
LHS 3516,-9.71875,-31.03125,56.53125,23164,Stasheff Works,Industrial Outpost,1386,45395
Surmati,24.09375,1.5,76.5625,1779,Cartan Terminal,Industrial Outpost,874,14411
Lillith,-11.375,25.28125,84.875,37115,Penzias Hub,Industrial Outpost,143,52389
Namorodo,109.15625,-53.53125,-13.0625,2078599,Flammarion Vision,Industrial Outpost,278,45703
Yu Chiko Oh,55.28125,-42.59375,-102.25,1257,Kippax Colony,Civilian Outpost,1243,4719
Silvane,79.90625,52.6875,-98.25,2586,Ejeta Depot,Industrial Outpost,2384,11732
Iado,-3.03125,-158.125,55.875,4781263,Fox Orbital,Industrial Outpost,215416,45040
Iah,72.3125,-26.3125,-99,3318804,Krusvar Vision,Industrial Outpost,346,67987
Nirrodumara,153.0625,-30.625,58.46875,3759544,Andrews Terminal,Mining Outpost,44,75184
Latji,98.25,0.0625,103.34375,2808,Melnick Hub,Civilian Outpost,3161,24450
Col 285 Sector YV-L c8-6,-141.09375,85.125,-17.96875,62046,Baliunas Survey,Planetary Outpost,1332,56811
Kuungunitou,-35.125,-5.5625,140.46875,908218,Allen Platform,Coriolis Starport,272,11559
LHS 519,17,-78.0625,54.46875,139664,Scotti Station,Civilian Outpost,550,13092
Li Trytho,140.96875,-79.40625,-41.78125,2404,Herjulfsson Refinery,Civilian Outpost,1333,63482
Kuung Wa,-15.59375,-73.6875,121.3125,371420580,Thompson Station,Orbis Starport,128,31602
LHS 1706,-1.125,-11.09375,-44.3125,2367878,Flinders City,Civilian Outpost,47,49198
LHS 1681,-2.46875,-15.78125,-48.40625,3144019,Malenchenko Landing,Civilian Outpost,429,37468
LHS 3437,-25.25,-12.75,63.53125,1531,Hagihara Platform,Industrial Outpost,692,13783
HR 7907,-86.84375,-34.46875,56.78125,67530,Fermi Settlement,Industrial Outpost,6441,23102
LHS 283,-20.78125,29.59375,-23.53125,82459,Oort Vision,Mining Outpost,464003,22318
Krauanan,63.9375,30.90625,109.3125,2995,Land Station,Ocellus Starport,129,26400
Iota Persei,-19.59375,-4.15625,-27.96875,23084096,Harrison Dock,Coriolis Starport,735,15269
LFT 1667,-74.59375,-13,-1.875,1695,Amar Station,Orbis Starport,795,52731
Pleiades Sector HR-W d1-74,-87.40625,-150.90625,-344.96875,1200000,Kiernan Dock,Civilian Outpost,177,10487
HR 6950,-83.84375,25.90625,70.84375,1935375,Serre Dock,Orbis Starport,272,9648
Lu Tungatya,130.03125,86.375,-6.46875,4085,Brill Sanctuary,Industrial Outpost,1853,4813
Kachi Buj,0.875,-238.78125,20.5,3934,Woodroffe Terminal,Coriolis Starport,634,65363
Isinor,67.125,68.1875,54.96875,36999999,Perry Station,Coriolis Starport,88,589
Icontia,-64.8125,24.875,19.3125,27175,Boyajian Survey,Civilian Outpost,31,59954
Kwatiles,-44.3125,28.59375,63.21875,9613,Mills Enterprise,Coriolis Starport,30,33444
Ngolai,-86.375,-86.9375,-43.84375,2293819,McDonald Terminal,Civilian Outpost,648,1089
Wolf 265,10.4375,7.34375,-128,14589,Thuot Hub,Coriolis Starport,2209,18318
Lugievisci,164.09375,-172.875,56.96875,256111,Bardeen Platform,Mining Outpost,412890,10529
Sibiljada,15.09375,89.375,137.03125,1700,Ernst Ring,Civilian Outpost,1743,66049
LHS 448,-35.09375,27.0625,46.4375,1500,Geronimo,Orbis Starport,97,59865
Khong Shi,-104.15625,-15.53125,105.25,15714,Fourneyron Camp,Mining Outpost,206,7508
Keinawona,-83.96875,-119.21875,58.84375,1434,Anvil Mines,Mining Outpost,1064,13535
LHS 2459,-11,10.78125,-8.21875,30895,Grant Stop,Mining Outpost,96155,24770
Kebechs,-120.375,-15.90625,44.4375,1884,Abbot Port,Coriolis Starport,19,4668
Julasto,-102.59375,-25.96875,-137.21875,1688,Ernst Refinery,Industrial Outpost,39,40307
Karamayayak,-32.6875,-62.8125,130.09375,154467,Trujillo Terminal,Commercial Outpost,6924,19972
Manikena,-118.84375,-104.21875,40.46875,1685,Dietz Vision,Civilian Outpost,150,1155
Kadubres,57.90625,31,-97,1328,Acaba Beacon,Mining Outpost,44,39983
Quechua,52.09375,-112.09375,-40.78125,963144749,Szilard Hub,Coriolis Starport,517,8290
Wonoto,-122.4375,89.40625,70.59375,1108748,Pajdusakova Terminal,Civilian Outpost,221,55780
Kini,-47.125,-3.25,60.28125,20123,Cuffey Port,Coriolis Starport,1665,7040
Scottii,124,-116.40625,-31.65625,4541,Russell Terminal,Orbis Starport,93,70963
Kongga,-104.15625,82.71875,-32.375,918284630,Mason City,Orbis Starport,346,5827
Patrudihe,-27.84375,97.21875,-35.84375,32388,Fraas Depot,Mining Outpost,1092,36815
Piperi,-136.78125,-17.40625,108.875,1352,Milne Orbital,Coriolis Starport,177,38704
Oxlaha,-131.0625,-20.71875,-54.8125,3121,Hyakutake City,Civilian Outpost,2288,7055
LHS 115,-27.9375,2.65625,-17.0625,10800096,Zamka Station,Orbis Starport,1542,13968
HIP 72336,-28.8125,140.28125,70.1875,470070,Morris Dock,Civilian Outpost,960,1968
HIP 114291,-24.9375,-116.5,41.03125,22178,Aquila Station,Orbis Starport,499,18611
Wayimstii,-16.96875,16.78125,134.75,1463,Michell City,Commercial Outpost,11,11598
HIP 34932,170.71875,-58.15625,-12.375,1915,Glidden Gateway,Civilian Outpost,420896,40293
HIP 8564,-12.15625,-179.03125,-67.03125,2696227,Haber City,Ocellus Starport,1845,67059
HIP 17970,133.53125,-127.25,17.9375,5048,Padalka Market,Orbis Starport,4713,7200
HIP 53189,23.875,120.4375,-52.71875,951,Landsteiner Outpost,Industrial Outpost,1094,22230
HIP 81294,-5.5,46.5,124.9375,1481,Gregory Station,Orbis Starport,235,53978
Lacabil,149.9375,-160.5625,99.84375,2607,Scotti Stop,Civilian Outpost,4236,4859
HIP 103583,14.8125,-91.90625,103.03125,3368,Nolan Landing,Civilian Outpost,11458,36369
HIP 107295,14.3125,-123.6875,106.0625,5912,Ramanujan Port,Industrial Outpost,752,2345
Yingites,145.53125,-51.25,-30.71875,1630,Marcy Dock,Commercial Outpost,406,68161
HIP 16343,-58.59375,-29.21875,-117.09375,2023858,Drake Port,Mining Outpost,14016,31611
HIP 9599,-41.6875,-98.59375,-76.375,1668409,White Terminal,Ocellus Starport,1221,59185
Melchei,82.21875,49.53125,-99.40625,37750,Thiele Point,Industrial Outpost,8879,44618
