system_name,x,y,z,population,stations_name,stations_type,stations_distance_to_star,Stations_controlling_minor_faction_id,stations_allegiance
Mexicatuci,158.90625,-145.65625,134.1875,207187,Orbik Orbital,Ocellus Starport,255,Empire,Chicomoztoc Interstellar 
Novants,-151.46875,7.3125,1.84375,3497851,Wales Port,Orbis Starport,587,Independent,HIP 112753 Republic Party 
Lugupa,58.71875,114.46875,71.03125,1073,Broglie Gateway,Ocellus Starport,2688,Independent,Natural HIP 18339 First 
Macabika,124.09375,-102.5625,95.09375,2023,Russell Hub,Mining Outpost,46067,Federation,Blue Electronics Exchange 
Nurungu,105.4375,66.90625,-79.65625,1582,Nagel Hub,Orbis Starport,1019,Federation,14 Psi Cancri Independents 
Norwar,88.625,-110.09375,-98.5625,762,Agassiz City,Ocellus Starport,588,Federation,Aornum Republic Party 
Pemoten,-61.0625,-21.75,67.3125,1998,Rutherford Port,Coriolis Starport,402,Independent,Black Omega 
Lobetati,83.375,-242.71875,58.75,1925,Nakamura Dock,Coriolis Starport,77777,Empire,Nandovices Power Organisation 
Col 285 Sector QT-Q c5-10,-134.90625,6.65625,-117.34375,15708,McNair Dock,Industrial Outpost,956,Federation,Grovicele for Equality 
Meintangk,44.75,-14.75,121.5625,1474,Chaudhary Base,Civilian Outpost,2028,Independent,Shonpono Gold Vision Industries 
LP 421-7,17.4375,9.03125,-58.34375,26010,L.L.G. Ladra One,Coriolis Starport,483,Empire,Yarrite Empire League 
LP 535-11,11.5,-37.09375,-65.1875,5820945,Halley Vision,Orbis Starport,1238,Empire,Sokariang Ltd 
Maragi,-18.15625,-200.625,1.0625,1712,Montanari Dock,Industrial Outpost,1744,Independent,Aluriates First 
Otatii,167.09375,-101.40625,52.34375,2472,Maughmer Refinery,Industrial Outpost,179,Empire,Siriaba Empire Assembly 
Oret,-50.09375,150.46875,78.78125,12957,Naubakht Colony,Mining Outpost,3883,Independent,HIP 115386 One 
Malayat,-85.0625,-85.78125,-123.15625,2084,Redi Port,Coriolis Starport,533,Federation,Chaiya Resistance 
Liu Baji,-109.40625,13.96875,22.59375,1790,Makarov Gateway,Coriolis Starport,2036,Federation,HIP 102016 Purple Legal Holdings 
Nan Cruagsa,-135.71875,54.625,39.1875,1637899,Celsius Dock,Ocellus Starport,275,Federation,Kulkan Lung Independents 
Rio Paha,71.375,-145.90625,161.96875,3680,Kozeyev Settlement,Scientific Outpost,4296,Independent,LTT 5013 Dynamic Systems 
Ogones,81.8125,-242.65625,-4.84375,8778,Helmholtz Landing,Industrial Outpost,9,Federation,Zoqui Gold United Network 
Ngalinn,8.625,-219.84375,-60.84375,3288,Thurston Dock,Industrial Outpost,3515,Federation,Lalande 26630 Silver Galactic 
Maranunggu,135.5,-41.21875,37.3125,1303,Rond d'Alembert Mines,Industrial Outpost,2399,Independent,HIP 75862 Exchange 
Mwamba,-51.9375,-45,-42.5,2650,Ehrlich Orbital,Scientific Outpost,2178,Federation,Hyperion Star Alliance 
Mombari,52.75,143.4375,28.3125,2285,Pangborn City,Coriolis Starport,59,Federation,Kivah Resistance 
LTT 4527,49.9375,48.53125,17.28125,64194,Lee Terminal,Coriolis Starport,359,Federation,Grudi Interstellar 
Onyayp,-23.25,72.28125,-165.78125,1252,Szilard Terminal,Industrial Outpost,28278,Federation,Workers of Santy Independents 
Maitha,40.09375,6,127.21875,2660,Kondakova Mines,Civilian Outpost,315,Federation,Akkadia Values Party 
Nai No Kami,133.125,-244.46875,110.84375,1793174,Mueller City,Orbis Starport,214,Empire,Chimiri Patron's Principles 
Liu Beserka,152.1875,-105.53125,37.3125,2506,Swanson Market,Orbis Starport,98,Independent,HIP 52091 Transport Corporation 
Manara,-134.6875,-60.375,107.65625,14311,McMonagle Station,Industrial Outpost,3657,Federation,LHS 3167 Values Party 
Othieh,115.71875,102.4375,-29.46875,8387,Erikson Vision,Industrial Outpost,1328,Federation,Azaladshu Free 
Osermo,-4.90625,161,-25.84375,19818,Grant Beacon,Industrial Outpost,3403,Independent,Teamsters Logistics Corporation 
Maungbira,158.78125,-22.9375,27.65625,2155,Laplace Station,Commercial Outpost,2561,Federation,Lalande 17161 Universal Partners 
Lu Xians,61.8125,-103.6875,84.96875,2079,Georg Bothe Port,Industrial Outpost,2579,Federation,Guy Exchange 
Samen,68.875,-118.4375,-3.65625,6494124293,Johnson Orbital,Industrial Outpost,156,Federation,Huichi Purple State Industry 
MCC 561,26.90625,90,-62.9375,3987,Lundwall Dock,Civilian Outpost,15,Federation,Bumbur Purple Central Limited 
Mbazak,-98.03125,-58.71875,-39.34375,2151,Shirley Platform,Industrial Outpost,937,Independent,NULL 
LTT 2601,96.75,-32.78125,-53.1875,2721437,Burke Hub,Coriolis Starport,456,Independent,Blue Travel Co 
LTT 12874,62.59375,91.40625,-28.59375,26886,Robinson Dock,Industrial Outpost,14,Independent,Awngthim Blue Brotherhood 
Tuarezo,44.59375,-91.90625,63.125,2869,Apgar Orbital,Orbis Starport,314,Independent,Flying Circus 
Ngarut,-130.5625,68.90625,99.375,4890,Bobko Terminal,Coriolis Starport,92,Independent,Vetta Bureau 
Onuras,125.125,-77.96875,87.96875,2941407,Clark Platform,Industrial Outpost,405,Federation,The Order of the Shadow 
Pilakulaman,48.375,-76.625,168.34375,1167,Isherwood Landing,Industrial Outpost,1012,Independent,Aong Coordinated 
T'a Shakarwa,-87.875,-67.53125,-80.59375,1649,Burgess Dock,Orbis Starport,471,Independent,Family of Aleuta 
Muras,107.375,43.78125,50.4375,1530,Stein Orbital,Orbis Starport,86,Empire,Potres Patrons of Law 
Lu Dongbin,92.6875,5.90625,45.1875,21090,Dekker Base,Coriolis Starport,8,Federation,Rho Cancri Crimson Central & Co 
Miao Wang,90.03125,-115.78125,128.25,4129,Foster Vision,Mining Outpost,3260,Empire,Prismatic Imperium 
Orejon,52,-56.96875,139.0625,904626,Abetti Survey,Mining Outpost,1560,Empire,HIP 101846 Empire Group 
Matuveltan,-103.6875,-4.59375,-120.625,3478,Grant Dock,Coriolis Starport,2606,Independent,Wolves of Jonai 
Ngauna,-23.90625,5.1875,-80.65625,6033432,Tanner Vision,Civilian Outpost,560,Federation,Albast Group 
Nega,-93.0625,23.59375,150.0625,4415,Napier Landing,Civilian Outpost,302,Independent,Oduduni Citizen Party 
Sandagaray,43.15625,48.65625,66.78125,22440,Newman Hub,Industrial Outpost,191419,Federation,Kappa Reticuli Crimson Comms 
LTT 3712,92.3125,59.875,-23.03125,2545,Hansteen Depot,Mining Outpost,539,Empire,HIP 5700 Empire League 
LTT 2262,85.03125,-61.28125,-52.8125,1627,Crown Station,Coriolis Starport,22875,Independent,People's Party of Jotnar 
Mentri,183.09375,-122.875,2.21875,4604,Newcomen Dock,Industrial Outpost,1630,Independent,Kornephoros Partnership 
Minang,157.21875,-48.4375,-43.84375,1457,Low Orbital,Coriolis Starport,746,Independent,Bureau of San Neb Xoc Front 
Ngaun,165.03125,-139.96875,101.5,1981,Rashid City,Coriolis Starport,573,Federation,Workers of Ts'ao Hii Democrats 
Orulebo,67.3125,-70.5625,79.15625,3124,Filter's Claim,Mining Outpost,4154,Independent,Marquis du Ma'a 
LTT 12449,16.75,44.46875,-44.6875,85593,Williams Settlement,Industrial Outpost,309,Independent,Union of Chnupi Citizen Party 
Windali,-60.25,98.9375,41.3125,2139,Lounge Hub,Scientific Outpost,358,Federation,Gladutjin for Equality 
Robigo,-303.40625,7.3125,-314.15625,100000,Murdoch Orbital,Civilian Outpost,2017,Independent,Mortel Jet General Network 
Ngakwakan,-126.5625,-78.53125,52.9375,29938,Boodt Colony,Industrial Outpost,2645,Independent,HIP 62536 Ltd 
LP 356-106,-17.1875,-24.5,-51.21875,5757767,Mooz Orbital,Orbis Starport,94,Independent,Lao Yanes Co-op 
Moroecani,40.09375,52.59375,-17.21875,3577,Kneale Hangar,Industrial Outpost,1938,Independent,Alliance of Kirrae 
Manian,99.96875,-89,-11,2212,Lavochkin Ring,Civilian Outpost,923,Empire,Tricasses Patrons of Law 
Masans,64.90625,19.71875,-40.53125,22835,Moresby Freeport,Civilian Outpost,22,Federation,Brazilian Trading Company 
Shou Xing,-16.28125,-44.53125,94.375,323402649,Usachov Mines,Industrial Outpost,23587,Federation,LHS 2263 Purple Electronics Ind 
LQ Hydrae,48.34375,29.15625,-22.34375,1619350,Meyrink Dock,Coriolis Starport,297,Federation,Parnut Purple Power Corporation 
Tjalalang,68.25,-58.6875,58.53125,3113411,Tereshkova Enterprise,Commercial Outpost,526,Federation,Independents of Chemaluk 
Uba,182.125,-146.3125,-3.15625,3669648,Moore Terminal,Industrial Outpost,1617,Independent,Dark Echo 
Mber,107.75,-75.4375,45.34375,2573,Titov Port,Mining Outpost,5489,Federation,157 G. Aquarii for Equality 
Turingga,-1.8125,-154.71875,105.25,2436490,Piserchia Port,Coriolis Starport,17,Independent,New Ailuremowo Unionists 
Mandjety,38.15625,41.15625,137.84375,1635,Ehrlich Enterprise,Coriolis Starport,161201,Federation,63 chi Leonis Jet Netcoms Ltd 
Nagaru,-116.34375,12.5,100.34375,1378,Tiedemann Port,Industrial Outpost,87,Federation,Federal Liberal Command 
Nambi,-6.6875,-211.75,134.875,2968,White Horizons,Mining Outpost,258202,Independent,Wu Guan Life Interstellar 
Ngbatara,-129.65625,80.375,-51.28125,3161162,Godwin Orbital,Commercial Outpost,33,Independent,Eravians Corporation 
Malgar,102.78125,-48.625,59.15625,3589,Jenkinson City,Coriolis Starport,129,Independent,Partnership of LHS 2687 
Maevelite,-71.25,-97.59375,-14.09375,1974754989,Stasheff City,Industrial Outpost,412881,Federation,LTT 11244 Corp. 
Mantoac,41.75,-167.8125,119.34375,2566264,Sabine Freeport,Industrial Outpost,2393,Empire,Maid Ollanque Systems 
Mulukang,70.3125,68.40625,71.6875,3456,Piaget Terminal,Industrial Outpost,302,Federation,Social Talitha for Equality 
Thontar,170.125,-130.59375,6.875,3486,Wasden Orbital,Coriolis Starport,4185,Empire,Vasuki Purple Major Interstellar 
Pachamama,3.84375,-61.8125,26.9375,2038,Lowell Station,Coriolis Starport,3799,Empire,United Kimih League 
Obe,-59.09375,-46.25,66.03125,2926,Coggia Terminal,Orbis Starport,298,Empire,Marrallang Empire Pact 
Maritzambwe,67.15625,-154.21875,-82.78125,1792,Maler Station,Coriolis Starport,65,Independent,Gliese 1272 Silver Crew 
Mals,-58.40625,-79.25,88.96875,31880,Parsons Dock,Mining Outpost,22,Empire,Tlak Empire Group 
Serrot,19.15625,-27.25,80.75,1586,Winthrop Landing,Civilian Outpost,911,Empire,Odins Empire Party 
Nithhogg,47.71875,-96.25,117.21875,2422,Midgley City,Industrial Outpost,906,Federation,Blue Creative Company 
LTT 12680,31.09375,53.25,-34.96875,3261341,Gooch Survey,Mining Outpost,587,Independent,Friends of Paray 
Luggsa,151.0625,-74.40625,102.53125,1823,Piserchia Dock,Mining Outpost,23269,Federation,Crimson Transport Corporation 
Nanto,-19.71875,78.84375,118.375,1513568,Reeves City,Industrial Outpost,177,Independent,DSA Galactic Academy 
Olodyang,-63.3125,-43.5,41.40625,36844,Garriott Mine,Industrial Outpost,219,Federation,Independent Mach Partnership 
Nezheng,-100.53125,23.65625,141.1875,1102,Hutton Dock,Industrial Outpost,2902,Independent,Kutkha Federal Interstellar 
Ngalibamba,78.71875,-64.28125,117.53125,1910,Iben Orbital,Scientific Outpost,202,Empire,Chona Empire League 
Macuano,-39.34375,-136.40625,56.03125,2095,Trinh Prospect,Mining Outpost,984,Federation,Revolutionary Party of Wardal 
Njortamool,46.65625,-43.34375,-43.6875,29911,Sinclair Colony,Civilian Outpost,28490,Federation,Union of Khan for Equality 
Maiphu,-37.125,-37.25,163.78125,14363,Bernard Hub,Orbis Starport,82790,Federation,Independent Lalande 6320 Liberals 
Modgud,171.875,-111.46875,2.21875,3531,Miller Ring,Orbis Starport,967,Independent,Natural HIP 7916 Flag 
LTT 5652,56.8125,-9.8125,50.3125,39795,Lonchakov Orbital,Coriolis Starport,414,Federation,Unelians Independents 
Zemlyaqa,61.46875,-57.40625,-40.96875,2304,Maanen Outpost,Mining Outpost,283,Empire,HIP 22006 Guardians of Tradition 
Mehudti,-12.46875,-99.28125,-20.9375,14418,Frimout Landing,Mining Outpost,112,Independent,Bafook Future 
Pemeno,27.71875,-178.25,-58.5625,1813,Creamer Orbital,Ocellus Starport,255,Federation,Sibito Industry 
Maleku,-132.59375,-100.21875,-40.40625,1832,Weaver Port,Coriolis Starport,252,Empire,Feng Tanga Imperial Society 
No Myoino,-12.90625,-49.0625,161.15625,1016,Borrelly City,Civilian Outpost,102750,Empire,Koleti Guardians of Tradition 
Machi,-19.40625,119.1875,7.3125,20280,Qureshi Dock,Orbis Starport,118,Empire,Orang Universal Organisation 
Nanarilobo,-29.625,157.90625,-10.6875,1411,Bova Orbital,Orbis Starport,8718,Federation,HR 8208 Gold Bridge PLC 
Navajojiu,-48.9375,46.46875,120.0625,1336,van Houten Station,Coriolis Starport,341,Empire,Ember Defence Party 
Medu,-1.6875,168.90625,61.0625,2899640,Bluford Colony,Civilian Outpost,366,Independent,Bureau of BD+32 4747 Defence Force 
Nareni,60.09375,37.8125,-71.8125,3495947,Wolf Dock,Industrial Outpost,6299,Federation,Workers of Nyx Values Party 
Olurorai,-111.84375,114.25,-13.96875,7971,Taylor Estate,Industrial Outpost,2093,Federation,Social HIP 78923 Confederacy 
LTT 9397,-11.59375,-83.3125,30.9375,35687,Fast Port,Industrial Outpost,769,Independent,Pisaly Purple Energy Exchange 
Nirros,-62.84375,-99.9375,67.46875,3838259,Davy Dock,Civilian Outpost,601,Federation,Liberals of Ottia 
LTT 4696,107,-3.34375,62.9375,2006,Dutton Gateway,Coriolis Starport,164,Federation,HR 2883 Solutions 
Mawalivun,-50.125,-117,55.09375,3122,Bloch's Claim,Industrial Outpost,952,Independent,HIP 10449 Gold Ring 
Mu Nik,-11.28125,-86.96875,102.96875,4475,Emshwiller Landing,Civilian Outpost,37,Federation,Federal Liberal Command 
Matses,-98.1875,-24.53125,88.25,1665,Duke Terminal,Orbis Starport,128,Federation,Independent Wattvasika Democrats 
Machimi,18.28125,-234.875,67.09375,4092,Koontz Survey,Mining Outpost,298,Independent,Nukamba Interstellar 
Trua,-87.46875,12.9375,-38.3125,17156,Foale Station,Coriolis Starport,313825,Federation,Badja General & Co 
Oicorio,178.96875,-180.15625,47.875,1578,Alexander Terminal,Coriolis Starport,938,Empire,Cartoi Emperor's Grace 
LTT 6216,37,38.1875,100.78125,20700,Thorne Hub,Civilian Outpost,768,Empire,LTT 7488 Patron's Principles 
Oserktomen,46.59375,40.21875,-113.625,2958,Pangborn Platform,Civilian Outpost,1528,Independent,Dark Echo 
Nemehutas,146.3125,71.21875,-83.3125,2197,de Kamp Hub,Mining Outpost,43,Empire,Mechtanitou Empire Party 
NLTT 1139,-64.9375,-26.5,-33.40625,3182,Aksyonov Orbital,Orbis Starport,15,Federation,LHS 2259 Solutions 
LTT 2545,56.28125,-10.90625,-93.3125,1138,Amphipolis,Coriolis Starport,460,Independent,Betel Free 
LTT 8410,-2.90625,-71.65625,74.3125,2056,Lovelace Hangar,Industrial Outpost,1502,Federation,New Jemetani Partnership 
HIP 18077,-303.84375,-236.125,-860.59375,10000,Oleskiw Colony,Industrial Outpost,10983,Independent,Mortis Incorporated 
NLTT 639,-79.15625,-78.625,-31.21875,1936279,Sitter Station,Industrial Outpost,178,Empire,Chiut Empire League 
LP 60-205,-31.96875,46.84375,-50.375,4622696,Eschbach Station,Industrial Outpost,576,Federation,LP 298-52 Industry 
Nareldi,10.78125,-205.21875,92.375,2052,Crossfield Terminal,Coriolis Starport,1603,Empire,Constitution Party of Gubian 
Maljan,72.625,-0.875,-127.84375,1984,Macedo City,Coriolis Starport,685,Independent,The Dukes of Mikunn 
Mararri,130.84375,-109.78125,76.1875,2085,Cowling Orbital,Coriolis Starport,11191,Independent,Venexo Holdings 
Mebechtani,57.21875,0.03125,69.03125,26002,Jodrell Bank,Orbis Starport,293,Federation,Jodrell Creative Exchange 
LP 214-26,-2.78125,85.4375,-39.8125,2626,Piercy Dock,Mining Outpost,4925,Federation,Coalition of LTT 8410 
Selkuntan,84.09375,-239.09375,61.1875,1834,Maughmer Ring,Coriolis Starport,728,Empire,Maityan Nationalists 
Maray,142.09375,-73.3125,71.28125,1798,Ali Port,Industrial Outpost,1394,Alliance,Xelabara Republic Party 
Niflheimri,15.90625,-38.21875,72.125,21598,Rotsler Hub,Industrial Outpost,564,Federation,Bangwa Independents 
Obotra,-5.09375,-23.625,-152.3125,2127,Baraniecki Platform,Mining Outpost,48,Independent,Kutjang Silver Life Services 
Ravanahutis,-77.09375,19.5625,35.4375,32186,Biesbroeck Station,Orbis Starport,58,Empire,HIP 101726 Patron's Principles 
Miratres,59.46875,-101.90625,105.46875,56629,Ramsbottom Works,Industrial Outpost,1605,Independent,LGC - Cartographers's Guild 
Nasoda,-83.3125,-112.5,-63.8125,1144338,Lorrah Port,Civilian Outpost,441,Federation,LFT 163 Group 
Ponchi,149.84375,-124.90625,80.25,4948,Brothers Hub,Industrial Outpost,62,Federation,Potamoi Major & Co 
Maric,30.65625,-183.53125,56.1875,3903,Scully-Power Station,Coriolis Starport,98,Federation,Ix Purple Comms Corp. 
Mari,22.5,-12.4375,27.53125,872408056,Molina Platform,Industrial Outpost,50600,Federation,G 99-49 Life Industry 
Othi,48.78125,56.28125,65.75,25914,Dobrovolski Ring,Commercial Outpost,119,Federation,NLTT 21088 Bridge Network 
LTT 9315,-15.75,-60.09375,22.5625,1910,Malenchenko Terminal,Coriolis Starport,4983,Federation,Wanjiwalku Crimson Federal Dev 
Yarrinic,-123.59375,-59.03125,-3.0625,21005,Pimi Orbital,Coriolis Starport,146333,Empire,Lambda-1 Tucanae Industry 
Wuniez,5.375,-32.78125,-84.5625,2071,Taylor Dock,Civilian Outpost,1339,Independent,LP 583-82 Partners 
LTT 5276,89.5625,-11,69.375,22522,Snyder Mine,Industrial Outpost,11124,Federation,Labour of BD-21 1074 
Othime,2.40625,-26.4375,52.4375,34364,Buckey Installation,Civilian Outpost,2735,Federation,LHS 3080 Legal Partners 
Oicoan,-136.125,-43.78125,73.1875,5812,Clark Orbital,Orbis Starport,75,Independent,LHS 3142 Partners 
Ocsho,-51,-18.75,94.71875,13436,Fernandes de Queiros Landing,Industrial Outpost,1229,Independent,Movement for HIP 2563 Coalition 
Nyanga,88.1875,-8.875,-58.46875,46432,Svavarsson Ring,Industrial Outpost,88,Independent,Workers of Kurnai Liberals 
Nukam,-0.9375,30.71875,65.3125,16514,Bierce Refinery,Civilian Outpost,586,Independent,Shamash Future 
Zac Cechaqu,110.25,0.34375,40.0625,2262106,Meitner Terminal,Civilian Outpost,2728,Federation,47 Cassiopeiae Values Party 
LTT 3007,53.96875,2.3125,-26.9375,500,Buffett Hub,Civilian Outpost,103154,Federation,Ross 773 Bridge PLC 
Ngarokpoi,51.59375,42.9375,57.9375,114653,Penn Installation,Industrial Outpost,711,Independent,New Misthaka Defence Force 
Mombal,58.90625,-103.84375,-92.15625,3447,Binet Gateway,Commercial Outpost,471,Federation,Helgaedi Industry 
Nukamba,-149.75,82.5,50.71875,3590,Rothfuss Freeport,Industrial Outpost,11550,Independent,LHS 3022 Pirates 
Mislika,-99.0625,-3.40625,3.125,2445697,Chadbourne Station,Mining Outpost,2544,Empire,Reddis Major Limited 
Medusa,-67.96875,42.5,-14.5,36847,Vinge Terminal,Orbis Starport,32,Independent,Kotilekui Freedom Party 
Wirdi,95.375,-119.375,139.5,4970,Ciferri Dock,Mining Outpost,2532,Federation,Democrats of CD-35 6972 
Maheo,46.21875,74.6875,-65.21875,972,Smith Plant,Industrial Outpost,793,Alliance,Excalibur Arms and Munitions 
Luchoer,73.125,-136.3125,4.96875,2391,Hoffman Enterprise,Industrial Outpost,1303,Independent,Diamond Frogs 
LTT 3919,50.03125,17.375,5.59375,33603,Shimizu Gateway,Civilian Outpost,1559,Empire,Primi Patrons of Law 
LTT 1582,44.5,-96.96875,-45.21875,4675056,Christian Station,Coriolis Starport,2538,Empire,Bragur United Group 
LTT 15084,-72.5625,62.3125,69.46875,1740,Crown Dock,Coriolis Starport,8030,Independent,Official HIP 6324 Conservatives 
Stopover,-1.65625,-10.28125,16.625,2500,Carson Settlement,Military Outpost,210,Independent,HIP 79619 State Inc 
Ngauninda,119.0625,-171.71875,132.25,244183,Smith Port,Orbis Starport,204,Independent,Dragons of Nastrond 
Murarija,-73.28125,87.90625,87.125,10052,Ray Station,Industrial Outpost,38,Federation,Workers of LHS 139 Revolutionary Party 
LP 772-72,18.75,-59.65625,-42.96875,2058,Norton Port,Orbis Starport,6675,Alliance,LTT 4772 Alliance Mandate 
Neitsi,-134.25,-99.9375,42.9375,3141,Lindblad Platform,Mining Outpost,12,Empire,Bureau of Parasvari Freedom Party 
Loki Tstae,-83.28125,-22.0625,138.4375,1376,Hatanaka Enterprise,Civilian Outpost,443,Empire,Veamit Solutions 
LP 440-38,-4.65625,43.78125,20.6875,21211,Smyth Orbital,Industrial Outpost,120,Empire,Rajito Crimson Legal Network 
Logoni,69.21875,29.03125,17.28125,26609,Rukavishnikov Hub,Coriolis Starport,304,Independent,Hutton Orbital Truckers Co-Operative 
Liu Pei,57,-40.625,-103.84375,2497,Schwabe Vision,Mining Outpost,33,Empire,Nationals of Inupinie 
Paiyungh,-84.84375,-44.4375,-52.78125,2472790,Edison Hub,Orbis Starport,24685,Independent,Albarib Gold Public Network 
Yen K'an,-90.375,2.4375,-179.75,3494,Fujikawa Colony,Civilian Outpost,660,Independent,Official HIP 112859 Dominion 
Oduduseri,122.4375,-9.25,39.09375,19916,Roberts Enterprise,Commercial Outpost,1283,Federation,Kwazahui Future 
